GEOID,YEAR,Income,Rent as % of Income,HHs
13121000500,2014,"$100,000 or more",30.0 to 34.9 percent,0
13121000500,2014,"$100,000 or more",35.0 to 39.9 percent,0
13121000500,2014,"$100,000 or more",40.0 to 49.9 percent,0
13121000500,2014,"$100,000 or more",50.0 percent or more,0
13121000500,2015,"Less than $10,000",Less than 20.0 percent,0
13121000500,2015,"Less than $10,000",20.0 to 24.9 percent,0
13121000500,2015,"Less than $10,000",25.0 to 29.9 percent,0
13121000500,2015,"Less than $10,000",30.0 to 34.9 percent,0
13121000500,2015,"Less than $10,000",35.0 to 39.9 percent,0
13121000500,2015,"Less than $10,000",40.0 to 49.9 percent,0
13121000500,2015,"Less than $10,000",50.0 percent or more,45
13121000500,2015,"$10,000 to $19,999",Less than 20.0 percent,0
13121000500,2015,"$10,000 to $19,999",20.0 to 24.9 percent,0
13121000500,2015,"$10,000 to $19,999",25.0 to 29.9 percent,0
13121000500,2015,"$10,000 to $19,999",30.0 to 34.9 percent,0
13121000500,2015,"$10,000 to $19,999",35.0 to 39.9 percent,0
13121000500,2015,"$10,000 to $19,999",40.0 to 49.9 percent,0
13121000500,2015,"$10,000 to $19,999",50.0 percent or more,40
13121000500,2015,"$20,000 to $34,999",Less than 20.0 percent,0
13121000500,2015,"$20,000 to $34,999",20.0 to 24.9 percent,0
13121000500,2015,"$20,000 to $34,999",25.0 to 29.9 percent,45
13121000500,2015,"$20,000 to $34,999",30.0 to 34.9 percent,0
13121000500,2015,"$20,000 to $34,999",35.0 to 39.9 percent,0
13121000500,2015,"$20,000 to $34,999",40.0 to 49.9 percent,54
13121000500,2015,"$20,000 to $34,999",50.0 percent or more,105
13121000500,2015,"$35,000 to $49,999",Less than 20.0 percent,0
13121000500,2015,"$35,000 to $49,999",20.0 to 24.9 percent,61
13121000500,2015,"$35,000 to $49,999",25.0 to 29.9 percent,79
13121000500,2015,"$35,000 to $49,999",30.0 to 34.9 percent,28
13121000500,2015,"$35,000 to $49,999",35.0 to 39.9 percent,0
13121000500,2015,"$35,000 to $49,999",40.0 to 49.9 percent,55
13121000500,2015,"$35,000 to $49,999",50.0 percent or more,0
13121000500,2015,"$50,000 to $74,999",Less than 20.0 percent,0
13121000500,2015,"$50,000 to $74,999",20.0 to 24.9 percent,96
13121000500,2015,"$50,000 to $74,999",25.0 to 29.9 percent,52
13121000500,2015,"$50,000 to $74,999",30.0 to 34.9 percent,107
13121000500,2015,"$50,000 to $74,999",35.0 to 39.9 percent,0
13121000500,2015,"$50,000 to $74,999",40.0 to 49.9 percent,0
13121000500,2015,"$50,000 to $74,999",50.0 percent or more,0
13121000500,2015,"$75,000 to $99,999",Less than 20.0 percent,74
13121000500,2015,"$75,000 to $99,999",20.0 to 24.9 percent,0
13121000500,2015,"$75,000 to $99,999",25.0 to 29.9 percent,12
13121000500,2015,"$75,000 to $99,999",30.0 to 34.9 percent,0
13121000500,2015,"$75,000 to $99,999",35.0 to 39.9 percent,16
13121000500,2015,"$75,000 to $99,999",40.0 to 49.9 percent,0
13121000500,2015,"$75,000 to $99,999",50.0 percent or more,0
13121000500,2015,"$100,000 or more",Less than 20.0 percent,272
13121000500,2015,"$100,000 or more",20.0 to 24.9 percent,77
13121000500,2015,"$100,000 or more",25.0 to 29.9 percent,28
13121000500,2015,"$100,000 or more",30.0 to 34.9 percent,0
13121000500,2015,"$100,000 or more",35.0 to 39.9 percent,0
13121000500,2015,"$100,000 or more",40.0 to 49.9 percent,0
13121000500,2015,"$100,000 or more",50.0 percent or more,0
13121000500,2016,"Less than $10,000",Less than 20.0 percent,0
13121000500,2016,"Less than $10,000",20.0 to 24.9 percent,0
13121000500,2016,"Less than $10,000",25.0 to 29.9 percent,0
13121000500,2016,"Less than $10,000",30.0 to 34.9 percent,0
13121000500,2016,"Less than $10,000",35.0 to 39.9 percent,0
13121000500,2016,"Less than $10,000",40.0 to 49.9 percent,0
13121000500,2016,"Less than $10,000",50.0 percent or more,23
13121000500,2016,"$10,000 to $19,999",Less than 20.0 percent,0
13121000500,2016,"$10,000 to $19,999",20.0 to 24.9 percent,0
13121000500,2016,"$10,000 to $19,999",25.0 to 29.9 percent,0
13121000500,2016,"$10,000 to $19,999",30.0 to 34.9 percent,0
13121000500,2016,"$10,000 to $19,999",35.0 to 39.9 percent,0
13121000500,2016,"$10,000 to $19,999",40.0 to 49.9 percent,12
13121000500,2016,"$10,000 to $19,999",50.0 percent or more,36
13121000500,2016,"$20,000 to $34,999",Less than 20.0 percent,0
13121000500,2016,"$20,000 to $34,999",20.0 to 24.9 percent,0
13121000500,2016,"$20,000 to $34,999",25.0 to 29.9 percent,32
13121000500,2016,"$20,000 to $34,999",30.0 to 34.9 percent,0
13121000500,2016,"$20,000 to $34,999",35.0 to 39.9 percent,9
13121000500,2016,"$20,000 to $34,999",40.0 to 49.9 percent,29
13121000500,2016,"$20,000 to $34,999",50.0 percent or more,125
13121000500,2016,"$35,000 to $49,999",Less than 20.0 percent,0
13121000500,2016,"$35,000 to $49,999",20.0 to 24.9 percent,55
13121000500,2016,"$35,000 to $49,999",25.0 to 29.9 percent,165
13121000500,2016,"$35,000 to $49,999",30.0 to 34.9 percent,30
13121000500,2016,"$35,000 to $49,999",35.0 to 39.9 percent,0
13121000500,2016,"$35,000 to $49,999",40.0 to 49.9 percent,39
13121000500,2016,"$35,000 to $49,999",50.0 percent or more,0
13121000500,2016,"$50,000 to $74,999",Less than 20.0 percent,0
13121000500,2016,"$50,000 to $74,999",20.0 to 24.9 percent,48
13121000500,2016,"$50,000 to $74,999",25.0 to 29.9 percent,48
13121000500,2016,"$50,000 to $74,999",30.0 to 34.9 percent,52
13121000500,2016,"$50,000 to $74,999",35.0 to 39.9 percent,0
13121000500,2016,"$50,000 to $74,999",40.0 to 49.9 percent,0
13121000500,2016,"$50,000 to $74,999",50.0 percent or more,0
13121000500,2016,"$75,000 to $99,999",Less than 20.0 percent,59
13121000500,2016,"$75,000 to $99,999",20.0 to 24.9 percent,0
13121000500,2016,"$75,000 to $99,999",25.0 to 29.9 percent,12
13121000500,2016,"$75,000 to $99,999",30.0 to 34.9 percent,0
13121000500,2016,"$75,000 to $99,999",35.0 to 39.9 percent,16
13121000500,2016,"$75,000 to $99,999",40.0 to 49.9 percent,0
13121000500,2016,"$75,000 to $99,999",50.0 percent or more,0
13121000500,2016,"$100,000 or more",Less than 20.0 percent,326
13121000500,2016,"$100,000 or more",20.0 to 24.9 percent,71
13121000500,2016,"$100,000 or more",25.0 to 29.9 percent,31
13121000500,2016,"$100,000 or more",30.0 to 34.9 percent,0
13121000500,2016,"$100,000 or more",35.0 to 39.9 percent,0
13121000500,2016,"$100,000 or more",40.0 to 49.9 percent,0
13121000500,2016,"$100,000 or more",50.0 percent or more,0
13121000500,2017,"Less than $10,000",Less than 20.0 percent,0
13121000500,2017,"Less than $10,000",20.0 to 24.9 percent,0
13121000500,2017,"Less than $10,000",25.0 to 29.9 percent,0
13121000500,2017,"Less than $10,000",30.0 to 34.9 percent,0
13121000500,2017,"Less than $10,000",35.0 to 39.9 percent,0
13121000500,2017,"Less than $10,000",40.0 to 49.9 percent,0
13121000500,2017,"Less than $10,000",50.0 percent or more,68
13121000500,2017,"$10,000 to $19,999",Less than 20.0 percent,0
13121000500,2017,"$10,000 to $19,999",20.0 to 24.9 percent,0
13121000500,2017,"$10,000 to $19,999",25.0 to 29.9 percent,24
13121000500,2017,"$10,000 to $19,999",30.0 to 34.9 percent,0
13121000500,2017,"$10,000 to $19,999",35.0 to 39.9 percent,0
13121000500,2017,"$10,000 to $19,999",40.0 to 49.9 percent,13
13121000500,2017,"$10,000 to $19,999",50.0 percent or more,42
13121000500,2017,"$20,000 to $34,999",Less than 20.0 percent,0
13121000500,2017,"$20,000 to $34,999",20.0 to 24.9 percent,0
13121000500,2017,"$20,000 to $34,999",25.0 to 29.9 percent,33
13121000500,2017,"$20,000 to $34,999",30.0 to 34.9 percent,0
13121000500,2017,"$20,000 to $34,999",35.0 to 39.9 percent,0
13121000500,2017,"$20,000 to $34,999",40.0 to 49.9 percent,22
13121000500,2017,"$20,000 to $34,999",50.0 percent or more,103
13121000500,2017,"$35,000 to $49,999",Less than 20.0 percent,0
13121000500,2017,"$35,000 to $49,999",20.0 to 24.9 percent,49
13121000500,2017,"$35,000 to $49,999",25.0 to 29.9 percent,129
13121000500,2017,"$35,000 to $49,999",30.0 to 34.9 percent,26
13121000500,2017,"$35,000 to $49,999",35.0 to 39.9 percent,0
13121000500,2017,"$35,000 to $49,999",40.0 to 49.9 percent,48
13121000500,2017,"$35,000 to $49,999",50.0 percent or more,36
13121000500,2017,"$50,000 to $74,999",Less than 20.0 percent,0
13121000500,2017,"$50,000 to $74,999",20.0 to 24.9 percent,36
13121000500,2017,"$50,000 to $74,999",25.0 to 29.9 percent,41
13121000500,2017,"$50,000 to $74,999",30.0 to 34.9 percent,44
13121000500,2017,"$50,000 to $74,999",35.0 to 39.9 percent,0
13121000500,2017,"$50,000 to $74,999",40.0 to 49.9 percent,0
13121000500,2017,"$50,000 to $74,999",50.0 percent or more,0
13121000500,2017,"$75,000 to $99,999",Less than 20.0 percent,61
13121000500,2017,"$75,000 to $99,999",20.0 to 24.9 percent,0
13121000500,2017,"$75,000 to $99,999",25.0 to 29.9 percent,13
13121000500,2017,"$75,000 to $99,999",30.0 to 34.9 percent,0
13121000500,2017,"$75,000 to $99,999",35.0 to 39.9 percent,11
13121000500,2017,"$75,000 to $99,999",40.0 to 49.9 percent,0
13121000500,2017,"$75,000 to $99,999",50.0 percent or more,0
13121000500,2017,"$100,000 or more",Less than 20.0 percent,353
13121000500,2017,"$100,000 or more",20.0 to 24.9 percent,72
13121000500,2017,"$100,000 or more",25.0 to 29.9 percent,17
13121000500,2017,"$100,000 or more",30.0 to 34.9 percent,0
13121000500,2017,"$100,000 or more",35.0 to 39.9 percent,0
13121000500,2017,"$100,000 or more",40.0 to 49.9 percent,0
13121000500,2017,"$100,000 or more",50.0 percent or more,0
13121003600,2014,"Less than $10,000",Less than 20.0 percent,0
13121003600,2014,"Less than $10,000",20.0 to 24.9 percent,0
13121003600,2014,"Less than $10,000",25.0 to 29.9 percent,9
13121003600,2014,"Less than $10,000",30.0 to 34.9 percent,28
13121003600,2014,"Less than $10,000",35.0 to 39.9 percent,0
13121003600,2014,"Less than $10,000",40.0 to 49.9 percent,0
13121003600,2014,"Less than $10,000",50.0 percent or more,40
13121003600,2014,"$10,000 to $19,999",Less than 20.0 percent,4
13121003600,2014,"$10,000 to $19,999",20.0 to 24.9 percent,7
13121003600,2014,"$10,000 to $19,999",25.0 to 29.9 percent,46
13121003600,2014,"$10,000 to $19,999",30.0 to 34.9 percent,18
13121003600,2014,"$10,000 to $19,999",35.0 to 39.9 percent,0
13121003600,2014,"$10,000 to $19,999",40.0 to 49.9 percent,14
13121003600,2014,"$10,000 to $19,999",50.0 percent or more,87
13121003600,2014,"$20,000 to $34,999",Less than 20.0 percent,0
13121003600,2014,"$20,000 to $34,999",20.0 to 24.9 percent,5
13121003600,2014,"$20,000 to $34,999",25.0 to 29.9 percent,17
13121003600,2014,"$20,000 to $34,999",30.0 to 34.9 percent,8
13121003600,2014,"$20,000 to $34,999",35.0 to 39.9 percent,27
13121003600,2014,"$20,000 to $34,999",40.0 to 49.9 percent,23
13121003600,2014,"$20,000 to $34,999",50.0 percent or more,27
13121003600,2014,"$35,000 to $49,999",Less than 20.0 percent,9
13121003600,2014,"$35,000 to $49,999",20.0 to 24.9 percent,0
13121003600,2014,"$35,000 to $49,999",25.0 to 29.9 percent,8
13121003600,2014,"$35,000 to $49,999",30.0 to 34.9 percent,12
13121003600,2014,"$35,000 to $49,999",35.0 to 39.9 percent,0
13121003600,2014,"$35,000 to $49,999",40.0 to 49.9 percent,0
13121003600,2014,"$35,000 to $49,999",50.0 percent or more,0
13121003600,2014,"$50,000 to $74,999",Less than 20.0 percent,98
13121003600,2014,"$50,000 to $74,999",20.0 to 24.9 percent,20
13121003600,2014,"$50,000 to $74,999",25.0 to 29.9 percent,5
13121003600,2014,"$50,000 to $74,999",30.0 to 34.9 percent,0
13121003600,2014,"$50,000 to $74,999",35.0 to 39.9 percent,0
13121003600,2014,"$50,000 to $74,999",40.0 to 49.9 percent,0
13121003600,2014,"$50,000 to $74,999",50.0 percent or more,0
13121003600,2014,"$75,000 to $99,999",Less than 20.0 percent,5
13121003600,2014,"$75,000 to $99,999",20.0 to 24.9 percent,0
13121003600,2014,"$75,000 to $99,999",25.0 to 29.9 percent,0
13121003600,2014,"$75,000 to $99,999",30.0 to 34.9 percent,0
13121003600,2014,"$75,000 to $99,999",35.0 to 39.9 percent,0
13121003600,2014,"$75,000 to $99,999",40.0 to 49.9 percent,0
13121003600,2014,"$75,000 to $99,999",50.0 percent or more,0
13121003600,2014,"$100,000 or more",Less than 20.0 percent,26
13121003600,2014,"$100,000 or more",20.0 to 24.9 percent,0
13121003600,2014,"$100,000 or more",25.0 to 29.9 percent,0
13121003600,2014,"$100,000 or more",30.0 to 34.9 percent,0
13121003600,2014,"$100,000 or more",35.0 to 39.9 percent,0
13121003600,2014,"$100,000 or more",40.0 to 49.9 percent,0
13121003600,2014,"$100,000 or more",50.0 percent or more,0
13121003600,2015,"Less than $10,000",Less than 20.0 percent,0
13121003600,2015,"Less than $10,000",20.0 to 24.9 percent,0
13121003600,2015,"Less than $10,000",25.0 to 29.9 percent,35
13121003600,2015,"Less than $10,000",30.0 to 34.9 percent,9
13121003600,2015,"Less than $10,000",35.0 to 39.9 percent,0
13121003600,2015,"Less than $10,000",40.0 to 49.9 percent,0
13121003600,2015,"Less than $10,000",50.0 percent or more,14
13121003600,2015,"$10,000 to $19,999",Less than 20.0 percent,4
13121003600,2015,"$10,000 to $19,999",20.0 to 24.9 percent,9
13121003600,2015,"$10,000 to $19,999",25.0 to 29.9 percent,32
13121003600,2015,"$10,000 to $19,999",30.0 to 34.9 percent,16
13121003600,2015,"$10,000 to $19,999",35.0 to 39.9 percent,0
13121003600,2015,"$10,000 to $19,999",40.0 to 49.9 percent,16
13121003600,2015,"$10,000 to $19,999",50.0 percent or more,102
13121003600,2015,"$20,000 to $34,999",Less than 20.0 percent,0
13121003600,2015,"$20,000 to $34,999",20.0 to 24.9 percent,5
13121003600,2015,"$20,000 to $34,999",25.0 to 29.9 percent,18
13121003600,2015,"$20,000 to $34,999",30.0 to 34.9 percent,34
13121003600,2015,"$20,000 to $34,999",35.0 to 39.9 percent,22
13121003600,2015,"$20,000 to $34,999",40.0 to 49.9 percent,38
13121003600,2015,"$20,000 to $34,999",50.0 percent or more,31
13121003600,2015,"$35,000 to $49,999",Less than 20.0 percent,16
13121003600,2015,"$35,000 to $49,999",20.0 to 24.9 percent,14
13121003600,2015,"$35,000 to $49,999",25.0 to 29.9 percent,31
13121003600,2015,"$35,000 to $49,999",30.0 to 34.9 percent,13
13121003600,2015,"$35,000 to $49,999",35.0 to 39.9 percent,0
13121003600,2015,"$35,000 to $49,999",40.0 to 49.9 percent,0
13121003600,2015,"$35,000 to $49,999",50.0 percent or more,0
13121003600,2015,"$50,000 to $74,999",Less than 20.0 percent,71
13121003600,2015,"$50,000 to $74,999",20.0 to 24.9 percent,40
13121003600,2015,"$50,000 to $74,999",25.0 to 29.9 percent,5
13121003600,2015,"$50,000 to $74,999",30.0 to 34.9 percent,0
13121003600,2015,"$50,000 to $74,999",35.0 to 39.9 percent,0
13121003600,2015,"$50,000 to $74,999",40.0 to 49.9 percent,0
13121003600,2015,"$50,000 to $74,999",50.0 percent or more,0
13121003600,2015,"$75,000 to $99,999",Less than 20.0 percent,5
13121003600,2015,"$75,000 to $99,999",20.0 to 24.9 percent,0
13121003600,2015,"$75,000 to $99,999",25.0 to 29.9 percent,0
13121003600,2015,"$75,000 to $99,999",30.0 to 34.9 percent,0
13121003600,2015,"$75,000 to $99,999",35.0 to 39.9 percent,0
13121003600,2015,"$75,000 to $99,999",40.0 to 49.9 percent,0
13121003600,2015,"$75,000 to $99,999",50.0 percent or more,0
13121003600,2015,"$100,000 or more",Less than 20.0 percent,6
13121003600,2015,"$100,000 or more",20.0 to 24.9 percent,0
13121003600,2015,"$100,000 or more",25.0 to 29.9 percent,0
13121003600,2015,"$100,000 or more",30.0 to 34.9 percent,0
13121003600,2015,"$100,000 or more",35.0 to 39.9 percent,0
13121003600,2015,"$100,000 or more",40.0 to 49.9 percent,0
13121003600,2015,"$100,000 or more",50.0 percent or more,0
13121003600,2016,"Less than $10,000",Less than 20.0 percent,0
13121003600,2016,"Less than $10,000",20.0 to 24.9 percent,0
13121003600,2016,"Less than $10,000",25.0 to 29.9 percent,32
13121003600,2016,"Less than $10,000",30.0 to 34.9 percent,15
13121003600,2016,"Less than $10,000",35.0 to 39.9 percent,0
13121003600,2016,"Less than $10,000",40.0 to 49.9 percent,0
13121003600,2016,"Less than $10,000",50.0 percent or more,12
13121003600,2016,"$10,000 to $19,999",Less than 20.0 percent,0
13121003600,2016,"$10,000 to $19,999",20.0 to 24.9 percent,9
13121003600,2016,"$10,000 to $19,999",25.0 to 29.9 percent,43
13121003600,2016,"$10,000 to $19,999",30.0 to 34.9 percent,21
13121003600,2016,"$10,000 to $19,999",35.0 to 39.9 percent,0
13121003600,2016,"$10,000 to $19,999",40.0 to 49.9 percent,20
13121003600,2016,"$10,000 to $19,999",50.0 percent or more,69
13121003600,2016,"$20,000 to $34,999",Less than 20.0 percent,9
13121003600,2016,"$20,000 to $34,999",20.0 to 24.9 percent,5
13121003600,2016,"$20,000 to $34,999",25.0 to 29.9 percent,14
13121003600,2016,"$20,000 to $34,999",30.0 to 34.9 percent,21
13121003600,2016,"$20,000 to $34,999",35.0 to 39.9 percent,0
13121003600,2016,"$20,000 to $34,999",40.0 to 49.9 percent,34
13121003600,2016,"$20,000 to $34,999",50.0 percent or more,20
13121003600,2016,"$35,000 to $49,999",Less than 20.0 percent,17
13121003600,2016,"$35,000 to $49,999",20.0 to 24.9 percent,15
13121003600,2016,"$35,000 to $49,999",25.0 to 29.9 percent,12
13121003600,2016,"$35,000 to $49,999",30.0 to 34.9 percent,13
13121003600,2016,"$35,000 to $49,999",35.0 to 39.9 percent,0
13121003600,2016,"$35,000 to $49,999",40.0 to 49.9 percent,0
13121003600,2016,"$35,000 to $49,999",50.0 percent or more,0
13121003600,2016,"$50,000 to $74,999",Less than 20.0 percent,88
13121003600,2016,"$50,000 to $74,999",20.0 to 24.9 percent,32
13121003600,2016,"$50,000 to $74,999",25.0 to 29.9 percent,23
13121003600,2016,"$50,000 to $74,999",30.0 to 34.9 percent,0
13121003600,2016,"$50,000 to $74,999",35.0 to 39.9 percent,0
13121003600,2016,"$50,000 to $74,999",40.0 to 49.9 percent,0
13121003600,2016,"$50,000 to $74,999",50.0 percent or more,0
13121003600,2016,"$75,000 to $99,999",Less than 20.0 percent,5
13121003600,2016,"$75,000 to $99,999",20.0 to 24.9 percent,0
13121003600,2016,"$75,000 to $99,999",25.0 to 29.9 percent,0
13121003600,2016,"$75,000 to $99,999",30.0 to 34.9 percent,0
13121003600,2016,"$75,000 to $99,999",35.0 to 39.9 percent,0
13121003600,2016,"$75,000 to $99,999",40.0 to 49.9 percent,0
13121003600,2016,"$75,000 to $99,999",50.0 percent or more,0
13121003600,2016,"$100,000 or more",Less than 20.0 percent,20
13121003600,2016,"$100,000 or more",20.0 to 24.9 percent,0
13121003600,2016,"$100,000 or more",25.0 to 29.9 percent,0
13121003600,2016,"$100,000 or more",30.0 to 34.9 percent,0
13121003600,2016,"$100,000 or more",35.0 to 39.9 percent,0
13121003600,2016,"$100,000 or more",40.0 to 49.9 percent,0
13121003600,2016,"$100,000 or more",50.0 percent or more,0
13121003600,2017,"Less than $10,000",Less than 20.0 percent,0
13121003600,2017,"Less than $10,000",20.0 to 24.9 percent,0
13121003600,2017,"Less than $10,000",25.0 to 29.9 percent,114
13121003600,2017,"Less than $10,000",30.0 to 34.9 percent,0
13121003600,2017,"Less than $10,000",35.0 to 39.9 percent,0
13121003600,2017,"Less than $10,000",40.0 to 49.9 percent,0
13121003600,2017,"Less than $10,000",50.0 percent or more,24
13121003600,2017,"$10,000 to $19,999",Less than 20.0 percent,0
13121003600,2017,"$10,000 to $19,999",20.0 to 24.9 percent,3
13121003600,2017,"$10,000 to $19,999",25.0 to 29.9 percent,28
13121003600,2017,"$10,000 to $19,999",30.0 to 34.9 percent,19
13121003600,2017,"$10,000 to $19,999",35.0 to 39.9 percent,0
13121003600,2017,"$10,000 to $19,999",40.0 to 49.9 percent,13
13121003600,2017,"$10,000 to $19,999",50.0 percent or more,61
13121003600,2017,"$20,000 to $34,999",Less than 20.0 percent,5
13121003600,2017,"$20,000 to $34,999",20.0 to 24.9 percent,4
13121003600,2017,"$20,000 to $34,999",25.0 to 29.9 percent,14
