,GEOID,CONTRACT RENT_Estimate!!Total,CONTRACT RENT_Estimate!!Total!!With cash rent,CONTRACT RENT_Estimate!!Total!!With cash rent!!Less than $100,CONTRACT RENT_Estimate!!Total!!With cash rent!!$100 to $149,CONTRACT RENT_Estimate!!Total!!With cash rent!!$150 to $199,CONTRACT RENT_Estimate!!Total!!With cash rent!!$200 to $249,CONTRACT RENT_Estimate!!Total!!With cash rent!!$250 to $299,CONTRACT RENT_Estimate!!Total!!With cash rent!!$300 to $349,CONTRACT RENT_Estimate!!Total!!With cash rent!!$350 to $399,CONTRACT RENT_Estimate!!Total!!With cash rent!!$400 to $449,CONTRACT RENT_Estimate!!Total!!With cash rent!!$450 to $499,CONTRACT RENT_Estimate!!Total!!With cash rent!!$500 to $549,CONTRACT RENT_Estimate!!Total!!With cash rent!!$550 to $599,CONTRACT RENT_Estimate!!Total!!With cash rent!!$600 to $649,CONTRACT RENT_Estimate!!Total!!With cash rent!!$650 to $699,CONTRACT RENT_Estimate!!Total!!With cash rent!!$700 to $749,CONTRACT RENT_Estimate!!Total!!With cash rent!!$750 to $799,CONTRACT RENT_Estimate!!Total!!With cash rent!!$800 to $899,CONTRACT RENT_Estimate!!Total!!With cash rent!!$900 to $999,"CONTRACT RENT_Estimate!!Total!!With cash rent!!$1,000 to $1,249","CONTRACT RENT_Estimate!!Total!!With cash rent!!$1,250 to $1,499","CONTRACT RENT_Estimate!!Total!!With cash rent!!$1,500 to $1,999","CONTRACT RENT_Estimate!!Total!!With cash rent!!$2,000 to $2,499","CONTRACT RENT_Estimate!!Total!!With cash rent!!$2,500 to $2,999","CONTRACT RENT_Estimate!!Total!!With cash rent!!$3,000 to $3,499","CONTRACT RENT_Estimate!!Total!!With cash rent!!$3,500 or more",CONTRACT RENT_Estimate!!Total!!No cash rent,YEAR
203,13089020500,772.0,772.0,60.0,58.0,22.0,0.0,12.0,0.0,23.0,10.0,39.0,95.0,10.0,9.0,47.0,54.0,0.0,68.0,61.0,148.0,14.0,42.0,0.0,0.0,0.0,0.0,0.0,2016.0
204,13089020500,681.0,681.0,43.0,50.0,12.0,11.0,16.0,0.0,0.0,11.0,36.0,68.0,22.0,10.0,15.0,71.0,0.0,68.0,42.0,140.0,32.0,29.0,5.0,0.0,0.0,0.0,0.0,2017.0
205,13089020801,154.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,10.0,7.0,6.0,45.0,0.0,11.0,17.0,39.0,0.0,0.0,0.0,0.0,0.0,2015.0
206,13089020801,189.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,6.0,5.0,7.0,16.0,0.0,16.0,21.0,81.0,7.0,0.0,0.0,0.0,10.0,2016.0
207,13089020801,205.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,6.0,4.0,5.0,22.0,0.0,22.0,19.0,86.0,12.0,0.0,0.0,0.0,11.0,2017.0
208,13089020900,881.0,881.0,0.0,0.0,15.0,89.0,0.0,0.0,14.0,42.0,0.0,18.0,0.0,45.0,189.0,0.0,69.0,53.0,81.0,166.0,83.0,17.0,0.0,0.0,0.0,0.0,0.0,2015.0
209,13089020900,794.0,794.0,0.0,0.0,16.0,89.0,0.0,0.0,13.0,27.0,0.0,18.0,0.0,44.0,128.0,0.0,62.0,77.0,0.0,144.0,118.0,58.0,0.0,0.0,0.0,0.0,0.0,2016.0
210,13089020900,824.0,824.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,41.0,0.0,20.0,0.0,59.0,125.0,0.0,15.0,81.0,61.0,135.0,133.0,91.0,0.0,0.0,0.0,0.0,0.0,2017.0
211,13121001002,494.0,489.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,22.0,5.0,42.0,8.0,23.0,53.0,47.0,154.0,84.0,24.0,0.0,0.0,0.0,0.0,5.0,2015.0
212,13121001002,467.0,463.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,4.0,30.0,20.0,27.0,65.0,18.0,142.0,86.0,41.0,0.0,0.0,0.0,0.0,4.0,2016.0
213,13121001002,486.0,482.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,18.0,25.0,34.0,18.0,53.0,26.0,140.0,71.0,76.0,7.0,0.0,0.0,0.0,4.0,2017.0
214,13121000700,127.0,121.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,13.0,0.0,0.0,0.0,43.0,8.0,22.0,7.0,20.0,0.0,0.0,0.0,0.0,6.0,2015.0
215,13121000700,118.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,12.0,0.0,0.0,0.0,48.0,21.0,17.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2016.0
216,13121000700,146.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,13.0,0.0,0.0,2.0,56.0,23.0,7.0,7.0,21.0,0.0,0.0,0.0,0.0,0.0,2017.0
217,13121008700,1515.0,1457.0,86.0,59.0,46.0,36.0,19.0,41.0,8.0,39.0,159.0,80.0,85.0,110.0,114.0,102.0,168.0,122.0,92.0,82.0,9.0,0.0,0.0,0.0,0.0,0.0,58.0,2015.0
218,13121008700,1535.0,1504.0,72.0,66.0,45.0,29.0,10.0,33.0,7.0,27.0,144.0,138.0,56.0,119.0,153.0,78.0,231.0,171.0,24.0,92.0,9.0,0.0,0.0,0.0,0.0,0.0,31.0,2016.0
219,13121008700,1726.0,1674.0,10.0,110.0,69.0,89.0,10.0,53.0,11.0,19.0,27.0,236.0,71.0,165.0,213.0,61.0,169.0,116.0,140.0,86.0,19.0,0.0,0.0,0.0,0.0,0.0,52.0,2017.0
220,13089020100,160.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,20.0,17.0,75.0,9.0,0.0,6.0,6.0,2015.0
221,13089020100,223.0,217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,22.0,11.0,110.0,16.0,9.0,7.0,6.0,2016.0
222,13089020100,205.0,199.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,9.0,106.0,11.0,9.0,22.0,6.0,2017.0
223,13089020200,454.0,454.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,35.0,60.0,9.0,24.0,78.0,93.0,50.0,20.0,10.0,23.0,30.0,0.0,0.0,0.0,2015.0
224,13089020200,417.0,417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,7.0,58.0,15.0,23.0,32.0,126.0,83.0,18.0,0.0,14.0,26.0,0.0,0.0,0.0,2016.0
225,13089020200,402.0,402.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,50.0,18.0,9.0,58.0,82.0,149.0,7.0,9.0,12.0,0.0,0.0,0.0,0.0,2017.0
226,13089020300,528.0,528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,35.0,0.0,64.0,24.0,33.0,102.0,59.0,57.0,126.0,19.0,0.0,0.0,0.0,0.0,2015.0
227,13089020300,479.0,479.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,24.0,29.0,52.0,93.0,83.0,53.0,85.0,19.0,0.0,8.0,0.0,0.0,2016.0
228,13089020300,468.0,468.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,27.0,29.0,48.0,89.0,98.0,41.0,65.0,27.0,0.0,8.0,0.0,0.0,2017.0
229,13121006802,406.0,352.0,96.0,11.0,28.0,21.0,0.0,0.0,11.0,0.0,0.0,12.0,12.0,51.0,37.0,5.0,16.0,10.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,2015.0
230,13121006802,408.0,345.0,81.0,0.0,33.0,33.0,5.0,0.0,0.0,0.0,0.0,19.0,0.0,48.0,46.0,6.0,16.0,12.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,2016.0
231,13121006802,453.0,384.0,93.0,33.0,49.0,17.0,20.0,0.0,0.0,0.0,0.0,16.0,0.0,18.0,72.0,6.0,0.0,35.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,2017.0
232,13121006900,595.0,558.0,0.0,0.0,9.0,0.0,0.0,18.0,0.0,0.0,6.0,69.0,76.0,45.0,79.0,11.0,55.0,25.0,14.0,66.0,67.0,18.0,0.0,0.0,0.0,0.0,37.0,2015.0
233,13121006900,626.0,585.0,0.0,0.0,8.0,0.0,0.0,22.0,0.0,0.0,5.0,66.0,73.0,48.0,78.0,31.0,47.0,31.0,19.0,69.0,62.0,26.0,0.0,0.0,0.0,0.0,41.0,2016.0
234,13121006900,591.0,573.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,27.0,20.0,41.0,77.0,106.0,13.0,8.0,63.0,35.0,84.0,48.0,34.0,0.0,0.0,0.0,0.0,18.0,2017.0
235,13121007001,797.0,706.0,23.0,10.0,11.0,0.0,21.0,33.0,0.0,43.0,25.0,60.0,171.0,81.0,34.0,46.0,22.0,31.0,45.0,42.0,0.0,8.0,0.0,0.0,0.0,0.0,91.0,2015.0
236,13121007001,817.0,737.0,35.0,9.0,11.0,28.0,21.0,34.0,0.0,44.0,0.0,48.0,171.0,72.0,60.0,17.0,43.0,57.0,47.0,11.0,21.0,8.0,0.0,0.0,0.0,0.0,80.0,2016.0
237,13121007001,835.0,770.0,31.0,0.0,32.0,26.0,21.0,45.0,0.0,0.0,0.0,25.0,154.0,124.0,88.0,24.0,58.0,59.0,29.0,34.0,0.0,20.0,0.0,0.0,0.0,0.0,65.0,2017.0
238,13121007602,590.0,576.0,55.0,9.0,8.0,0.0,0.0,4.0,0.0,0.0,3.0,20.0,56.0,146.0,42.0,73.0,19.0,67.0,51.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2015.0
239,13121007602,538.0,497.0,32.0,12.0,18.0,6.0,0.0,3.0,0.0,0.0,5.0,11.0,22.0,148.0,31.0,69.0,31.0,51.0,21.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,2016.0
240,13121007602,539.0,501.0,33.0,12.0,20.0,6.0,6.0,0.0,0.0,0.0,6.0,6.0,0.0,131.0,30.0,38.0,88.0,65.0,12.0,32.0,16.0,0.0,0.0,0.0,0.0,0.0,38.0,2017.0
241,13121007802,1293.0,1260.0,36.0,34.0,13.0,0.0,45.0,0.0,0.0,39.0,28.0,57.0,160.0,102.0,128.0,101.0,105.0,97.0,181.0,59.0,45.0,30.0,0.0,0.0,0.0,0.0,33.0,2015.0
242,13121007802,1419.0,1365.0,40.0,54.0,56.0,14.0,37.0,0.0,0.0,106.0,29.0,70.0,114.0,98.0,30.0,227.0,115.0,68.0,93.0,183.0,0.0,31.0,0.0,0.0,0.0,0.0,54.0,2016.0
243,13121007802,1423.0,1363.0,31.0,62.0,43.0,78.0,34.0,0.0,0.0,45.0,59.0,15.0,132.0,99.0,106.0,188.0,52.0,93.0,144.0,84.0,42.0,56.0,0.0,0.0,0.0,0.0,60.0,2017.0
244,13121002300,378.0,373.0,11.0,11.0,0.0,0.0,0.0,18.0,9.0,10.0,31.0,89.0,47.0,7.0,19.0,6.0,26.0,68.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2015.0
245,13121002300,359.0,341.0,11.0,8.0,0.0,0.0,0.0,8.0,9.0,9.0,29.0,75.0,45.0,16.0,17.0,5.0,24.0,64.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2016.0
246,13121002300,387.0,378.0,14.0,0.0,9.0,7.0,0.0,10.0,11.0,11.0,20.0,34.0,79.0,29.0,20.0,5.0,28.0,67.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2017.0
247,13121002100,616.0,616.0,10.0,14.0,12.0,0.0,11.0,7.0,43.0,0.0,4.0,15.0,54.0,70.0,29.0,32.0,62.0,113.0,11.0,56.0,26.0,19.0,28.0,0.0,0.0,0.0,0.0,2015.0
248,13121002100,582.0,582.0,10.0,12.0,7.0,6.0,0.0,0.0,67.0,0.0,2.0,17.0,53.0,48.0,35.0,22.0,30.0,121.0,8.0,67.0,29.0,22.0,26.0,0.0,0.0,0.0,0.0,2016.0
249,13121002100,511.0,511.0,9.0,17.0,3.0,6.0,6.0,0.0,64.0,0.0,1.0,0.0,22.0,9.0,79.0,12.0,0.0,97.0,26.0,64.0,38.0,45.0,13.0,0.0,0.0,0.0,0.0,2017.0
250,13121007806,1232.0,1216.0,35.0,15.0,59.0,47.0,21.0,0.0,59.0,33.0,23.0,95.0,15.0,131.0,171.0,173.0,41.0,128.0,38.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,2015.0
251,13121007806,1336.0,1313.0,30.0,30.0,82.0,0.0,56.0,0.0,69.0,29.0,23.0,21.0,30.0,170.0,209.0,108.0,79.0,235.0,95.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2016.0
252,13121007806,1108.0,1096.0,45.0,36.0,0.0,75.0,52.0,0.0,18.0,27.0,29.0,25.0,34.0,48.0,111.0,162.0,78.0,144.0,154.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2017.0
253,13121007805,719.0,712.0,49.0,8.0,0.0,0.0,0.0,8.0,0.0,13.0,0.0,90.0,59.0,138.0,57.0,39.0,89.0,115.0,37.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2015.0
254,13121007805,733.0,726.0,53.0,28.0,0.0,0.0,19.0,0.0,0.0,20.0,0.0,42.0,67.0,178.0,24.0,17.0,34.0,193.0,35.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,7.0,2016.0
255,13121007805,783.0,757.0,47.0,46.0,36.0,7.0,22.0,0.0,0.0,8.0,0.0,22.0,45.0,152.0,52.0,36.0,31.0,178.0,57.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,26.0,2017.0
256,13121002800,1120.0,1120.0,39.0,0.0,70.0,119.0,50.0,59.0,46.0,7.0,8.0,45.0,25.0,0.0,12.0,73.0,24.0,19.0,116.0,220.0,126.0,62.0,0.0,0.0,0.0,0.0,0.0,2015.0
257,13121002800,1178.0,1178.0,48.0,16.0,44.0,137.0,43.0,58.0,30.0,19.0,0.0,23.0,35.0,0.0,10.0,95.0,19.0,24.0,93.0,290.0,105.0,89.0,0.0,0.0,0.0,0.0,0.0,2016.0
258,13121002800,1244.0,1244.0,40.0,16.0,29.0,113.0,25.0,43.0,12.0,30.0,10.0,14.0,36.0,0.0,12.0,16.0,59.0,29.0,86.0,299.0,178.0,179.0,4.0,14.0,0.0,0.0,0.0,2017.0
259,13121002600,463.0,422.0,17.0,14.0,14.0,0.0,16.0,0.0,0.0,6.0,22.0,17.0,6.0,29.0,55.0,78.0,37.0,59.0,13.0,34.0,5.0,0.0,0.0,0.0,0.0,0.0,41.0,2015.0
260,13121002600,493.0,481.0,26.0,5.0,12.0,0.0,11.0,0.0,0.0,7.0,24.0,15.0,0.0,15.0,54.0,93.0,72.0,51.0,31.0,60.0,5.0,0.0,0.0,0.0,0.0,0.0,12.0,2016.0
261,13121002600,535.0,523.0,28.0,8.0,7.0,0.0,10.0,0.0,0.0,7.0,22.0,10.0,0.0,17.0,42.0,101.0,62.0,79.0,36.0,82.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,2017.0
262,13121003000,852.0,826.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,17.0,71.0,46.0,163.0,58.0,264.0,104.0,67.0,18.0,0.0,0.0,0.0,26.0,2015.0
263,13121003000,869.0,825.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,97.0,140.0,103.0,187.0,133.0,102.0,27.0,0.0,0.0,0.0,44.0,2016.0
264,13121003000,888.0,844.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,106.0,157.0,193.0,94.0,159.0,52.0,0.0,0.0,0.0,44.0,2017.0
265,13121002400,498.0,485.0,0.0,0.0,3.0,0.0,0.0,30.0,0.0,49.0,7.0,57.0,27.0,64.0,48.0,59.0,33.0,20.0,63.0,19.0,0.0,6.0,0.0,0.0,0.0,0.0,13.0,2015.0
266,13121002400,528.0,511.0,0.0,0.0,4.0,0.0,0.0,18.0,0.0,36.0,2.0,112.0,30.0,70.0,64.0,55.0,17.0,21.0,51.0,26.0,0.0,5.0,0.0,0.0,0.0,0.0,17.0,2016.0
267,13121002400,542.0,519.0,0.0,0.0,4.0,0.0,0.0,20.0,0.0,54.0,3.0,57.0,30.0,34.0,60.0,65.0,12.0,49.0,56.0,36.0,0.0,39.0,0.0,0.0,0.0,0.0,23.0,2017.0
268,13121003200,568.0,568.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,30.0,44.0,50.0,81.0,72.0,130.0,54.0,77.0,0.0,0.0,0.0,0.0,0.0,2015.0
269,13121003200,467.0,467.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,47.0,11.0,59.0,81.0,90.0,70.0,92.0,0.0,0.0,0.0,0.0,0.0,2016.0
270,13121003200,376.0,376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,14.0,5.0,25.0,68.0,112.0,52.0,84.0,0.0,0.0,0.0,0.0,0.0,2017.0
271,13121003100,414.0,414.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,4.0,36.0,39.0,4.0,58.0,103.0,22.0,28.0,31.0,16.0,11.0,16.0,36.0,0.0,0.0,0.0,0.0,0.0,2015.0
272,13121003100,464.0,464.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,18.0,35.0,9.0,13.0,35.0,124.0,29.0,28.0,36.0,6.0,20.0,56.0,43.0,5.0,0.0,0.0,0.0,0.0,2016.0
273,13121003100,491.0,491.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,51.0,32.0,8.0,15.0,6.0,98.0,43.0,39.0,35.0,5.0,20.0,56.0,50.0,21.0,0.0,5.0,0.0,0.0,2017.0
274,13121003500,379.0,372.0,0.0,0.0,0.0,6.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,131.0,87.0,105.0,21.0,8.0,0.0,0.0,0.0,0.0,7.0,2015.0
275,13121003500,401.0,385.0,0.0,0.0,0.0,6.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,91.0,103.0,128.0,24.0,13.0,0.0,6.0,0.0,0.0,16.0,2016.0
276,13121003500,335.0,321.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,48.0,74.0,136.0,18.0,29.0,0.0,6.0,0.0,0.0,14.0,2017.0
277,13121003800,178.0,163.0,0.0,0.0,0.0,0.0,0.0,10.0,17.0,24.0,43.0,7.0,7.0,4.0,14.0,0.0,0.0,17.0,6.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,15.0,2015.0
278,13121003800,157.0,135.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,15.0,41.0,13.0,11.0,7.0,7.0,0.0,0.0,18.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2016.0
279,13121003800,146.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,28.0,16.0,10.0,11.0,0.0,0.0,0.0,30.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2017.0
280,13121007808,1254.0,1038.0,140.0,114.0,17.0,86.0,13.0,8.0,25.0,14.0,101.0,82.0,235.0,82.0,43.0,34.0,0.0,10.0,13.0,0.0,0.0,0.0,14.0,0.0,0.0,7.0,216.0,2015.0
281,13121007808,1332.0,1151.0,157.0,145.0,36.0,77.0,22.0,21.0,24.0,8.0,42.0,144.0,280.0,33.0,75.0,52.0,0.0,10.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,8.0,181.0,2016.0
282,13121007808,1313.0,1174.0,185.0,114.0,26.0,77.0,23.0,23.0,26.0,9.0,42.0,125.0,212.0,162.0,51.0,38.0,24.0,0.0,11.0,0.0,0.0,0.0,18.0,0.0,0.0,8.0,139.0,2017.0
283,13121008000,711.0,622.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,21.0,8.0,9.0,0.0,63.0,79.0,36.0,92.0,142.0,82.0,48.0,0.0,19.0,0.0,0.0,0.0,0.0,89.0,2015.0
284,13121008000,748.0,637.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,24.0,7.0,34.0,0.0,63.0,94.0,34.0,35.0,136.0,94.0,56.0,0.0,24.0,0.0,0.0,0.0,0.0,111.0,2016.0
285,13121008000,772.0,699.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,46.0,0.0,23.0,80.0,59.0,76.0,112.0,139.0,61.0,10.0,14.0,10.0,0.0,0.0,0.0,73.0,2017.0
286,13121007807,592.0,534.0,28.0,38.0,0.0,0.0,7.0,0.0,30.0,23.0,26.0,25.0,42.0,175.0,53.0,54.0,0.0,23.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,2015.0
287,13121007807,684.0,624.0,31.0,23.0,28.0,0.0,7.0,0.0,36.0,24.0,14.0,32.0,23.0,176.0,67.0,40.0,71.0,31.0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,2016.0
288,13121007807,681.0,625.0,35.0,18.0,73.0,0.0,9.0,0.0,38.0,26.0,6.0,40.0,0.0,129.0,26.0,86.0,72.0,20.0,35.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,2017.0
289,13121007900,554.0,531.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,42.0,18.0,99.0,94.0,0.0,0.0,183.0,19.0,58.0,0.0,0.0,0.0,0.0,23.0,2015.0
290,13121007900,600.0,562.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,83.0,16.0,47.0,77.0,0.0,0.0,213.0,18.0,85.0,0.0,0.0,0.0,0.0,38.0,2016.0
291,13121007900,798.0,752.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,32.0,0.0,72.0,53.0,29.0,68.0,16.0,0.0,262.0,18.0,105.0,0.0,0.0,0.0,0.0,46.0,2017.0
292,13121008201,1200.0,1138.0,49.0,41.0,9.0,13.0,13.0,49.0,51.0,21.0,0.0,95.0,195.0,64.0,119.0,32.0,155.0,114.0,37.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,2015.0
293,13121008201,1128.0,1079.0,54.0,29.0,11.0,25.0,32.0,0.0,52.0,34.0,0.0,33.0,152.0,45.0,183.0,36.0,246.0,65.0,45.0,7.0,0.0,30.0,0.0,0.0,0.0,0.0,49.0,2016.0
294,13121008201,1138.0,1100.0,30.0,0.0,0.0,44.0,29.0,0.0,54.0,28.0,0.0,68.0,216.0,62.0,62.0,95.0,122.0,213.0,0.0,64.0,0.0,13.0,0.0,0.0,0.0,0.0,38.0,2017.0
295,13121008102,1814.0,1767.0,127.0,76.0,183.0,45.0,0.0,12.0,21.0,41.0,56.0,216.0,260.0,66.0,318.0,76.0,40.0,176.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,2015.0
296,13121008102,1959.0,1910.0,88.0,75.0,178.0,98.0,42.0,16.0,13.0,0.0,57.0,204.0,261.0,84.0,304.0,192.0,39.0,195.0,44.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,49.0,2016.0
297,13121008102,2000.0,1980.0,67.0,46.0,218.0,159.0,43.0,0.0,16.0,41.0,39.0,171.0,264.0,134.0,217.0,253.0,55.0,208.0,29.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,2017.0
298,13121004800,572.0,531.0,51.0,42.0,42.0,4.0,7.0,11.0,0.0,16.0,0.0,0.0,25.0,32.0,38.0,52.0,52.0,79.0,34.0,24.0,10.0,0.0,12.0,0.0,0.0,0.0,41.0,2015.0
299,13121004800,580.0,541.0,56.0,38.0,30.0,4.0,6.0,5.0,0.0,17.0,4.0,13.0,12.0,18.0,31.0,35.0,37.0,73.0,27.0,87.0,28.0,0.0,15.0,0.0,0.0,5.0,39.0,2016.0
300,13121004800,559.0,519.0,58.0,40.0,30.0,14.0,5.0,4.0,0.0,11.0,10.0,0.0,13.0,0.0,26.0,34.0,42.0,33.0,33.0,101.0,42.0,7.0,10.0,0.0,0.0,6.0,40.0,2017.0
301,13121005000,377.0,377.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,12.0,13.0,15.0,39.0,13.0,0.0,8.0,31.0,65.0,64.0,54.0,53.0,0.0,0.0,0.0,0.0,0.0,2015.0
302,13121005000,373.0,373.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,4.0,5.0,45.0,6.0,0.0,6.0,33.0,66.0,82.0,48.0,59.0,0.0,0.0,0.0,0.0,0.0,2016.0
303,13121005000,320.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,7.0,30.0,12.0,0.0,6.0,40.0,65.0,57.0,33.0,26.0,18.0,5.0,0.0,0.0,0.0,2017.0
304,13121003900,375.0,346.0,0.0,0.0,0.0,10.0,0.0,0.0,4.0,0.0,27.0,71.0,49.0,9.0,25.0,19.0,13.0,88.0,7.0,18.0,6.0,0.0,0.0,0.0,0.0,0.0,29.0,2015.0
305,13121003900,440.0,408.0,0.0,0.0,0.0,11.0,0.0,0.0,5.0,5.0,25.0,66.0,44.0,17.0,48.0,28.0,15.0,88.0,7.0,32.0,17.0,0.0,0.0,0.0,0.0,0.0,32.0,2016.0
306,13121003900,514.0,469.0,0.0,0.0,0.0,14.0,0.0,0.0,5.0,6.0,12.0,56.0,18.0,58.0,58.0,69.0,0.0,71.0,47.0,42.0,13.0,0.0,0.0,0.0,0.0,0.0,45.0,2017.0
307,13121004100,483.0,464.0,0.0,8.0,0.0,14.0,0.0,13.0,11.0,30.0,0.0,41.0,74.0,0.0,34.0,19.0,38.0,51.0,59.0,59.0,13.0,0.0,0.0,0.0,0.0,0.0,19.0,2015.0
308,13121004100,475.0,457.0,0.0,8.0,0.0,6.0,0.0,19.0,13.0,5.0,0.0,45.0,38.0,35.0,16.0,17.0,42.0,50.0,80.0,68.0,15.0,0.0,0.0,0.0,0.0,0.0,18.0,2016.0
309,13121004100,447.0,427.0,0.0,7.0,0.0,7.0,0.0,18.0,0.0,0.0,0.0,42.0,11.0,39.0,31.0,26.0,40.0,22.0,65.0,92.0,27.0,0.0,0.0,0.0,0.0,0.0,20.0,2017.0
310,13121004900,407.0,407.0,0.0,27.0,21.0,51.0,52.0,8.0,0.0,1.0,0.0,6.0,43.0,14.0,0.0,9.0,16.0,25.0,0.0,31.0,69.0,34.0,0.0,0.0,0.0,0.0,0.0,2015.0
