,GEOID,"HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!Less than $10,000","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!Less than $10,000!!Less than 20.0 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!Less than $10,000!!20.0 to 24.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!Less than $10,000!!25.0 to 29.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!Less than $10,000!!30.0 to 34.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!Less than $10,000!!35.0 to 39.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!Less than $10,000!!40.0 to 49.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!Less than $10,000!!50.0 percent or more","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$10,000 to $19,999","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$10,000 to $19,999!!Less than 20.0 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$10,000 to $19,999!!20.0 to 24.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$10,000 to $19,999!!25.0 to 29.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$10,000 to $19,999!!30.0 to 34.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$10,000 to $19,999!!35.0 to 39.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$10,000 to $19,999!!40.0 to 49.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$10,000 to $19,999!!50.0 percent or more","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$20,000 to $34,999","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$20,000 to $34,999!!Less than 20.0 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$20,000 to $34,999!!20.0 to 24.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$20,000 to $34,999!!25.0 to 29.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$20,000 to $34,999!!30.0 to 34.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$20,000 to $34,999!!35.0 to 39.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$20,000 to $34,999!!40.0 to 49.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$20,000 to $34,999!!50.0 percent or more","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$35,000 to $49,999","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$35,000 to $49,999!!Less than 20.0 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$35,000 to $49,999!!20.0 to 24.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$35,000 to $49,999!!25.0 to 29.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$35,000 to $49,999!!30.0 to 34.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$35,000 to $49,999!!35.0 to 39.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$35,000 to $49,999!!40.0 to 49.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$35,000 to $49,999!!50.0 percent or more","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$50,000 to $74,999","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$50,000 to $74,999!!Less than 20.0 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$50,000 to $74,999!!20.0 to 24.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$50,000 to $74,999!!25.0 to 29.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$50,000 to $74,999!!30.0 to 34.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$50,000 to $74,999!!35.0 to 39.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$50,000 to $74,999!!40.0 to 49.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$50,000 to $74,999!!50.0 percent or more",YEAR
200,13121001001,23.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,52.0,0.0,0.0,0.0,7.0,0.0,6.0,33.0,26.0,0.0,5.0,0.0,0.0,5.0,7.0,4.0,92.0,9.0,9.0,36.0,13.0,3.0,4.0,18.0,2017.0
201,13121008903,13.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,43.0,0.0,0.0,0.0,0.0,0.0,21.0,22.0,81.0,0.0,0.0,14.0,0.0,34.0,19.0,14.0,37.0,12.0,6.0,0.0,0.0,19.0,0.0,0.0,123.0,87.0,0.0,12.0,0.0,24.0,0.0,0.0,2014.0
202,13121008903,9.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,38.0,0.0,0.0,0.0,0.0,0.0,20.0,18.0,85.0,0.0,0.0,14.0,0.0,26.0,23.0,22.0,47.0,17.0,17.0,0.0,0.0,13.0,0.0,0.0,74.0,25.0,0.0,12.0,0.0,37.0,0.0,0.0,2015.0
203,13121008903,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,42.0,0.0,0.0,0.0,0.0,0.0,17.0,25.0,99.0,0.0,0.0,15.0,11.0,25.0,27.0,21.0,65.0,16.0,18.0,18.0,0.0,13.0,0.0,0.0,94.0,53.0,15.0,16.0,4.0,6.0,0.0,0.0,2016.0
204,13121008903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,8.0,0.0,12.0,28.0,64.0,0.0,0.0,13.0,0.0,24.0,9.0,18.0,81.0,15.0,11.0,14.0,27.0,0.0,14.0,0.0,158.0,50.0,55.0,15.0,8.0,30.0,0.0,0.0,2017.0
205,13121004300,60.0,0.0,5.0,0.0,7.0,0.0,0.0,48.0,116.0,0.0,5.0,0.0,4.0,0.0,14.0,93.0,118.0,0.0,0.0,15.0,41.0,36.0,22.0,4.0,60.0,0.0,0.0,35.0,25.0,0.0,0.0,0.0,46.0,20.0,26.0,0.0,0.0,0.0,0.0,0.0,2014.0
206,13121004300,64.0,0.0,5.0,0.0,8.0,0.0,0.0,51.0,148.0,0.0,6.0,0.0,4.0,0.0,14.0,124.0,142.0,0.0,0.0,16.0,56.0,31.0,36.0,3.0,56.0,0.0,0.0,37.0,19.0,0.0,0.0,0.0,40.0,19.0,21.0,0.0,0.0,0.0,0.0,0.0,2015.0
207,13121004300,103.0,0.0,21.0,0.0,9.0,0.0,0.0,61.0,139.0,0.0,0.0,5.0,4.0,0.0,10.0,120.0,165.0,0.0,0.0,33.0,58.0,28.0,46.0,0.0,45.0,0.0,0.0,22.0,23.0,0.0,0.0,0.0,45.0,22.0,23.0,0.0,0.0,0.0,0.0,0.0,2016.0
208,13121004300,113.0,0.0,18.0,0.0,8.0,0.0,0.0,73.0,135.0,0.0,0.0,6.0,0.0,0.0,14.0,115.0,126.0,4.0,0.0,36.0,33.0,7.0,46.0,0.0,66.0,0.0,5.0,11.0,35.0,0.0,0.0,15.0,57.0,44.0,13.0,0.0,0.0,0.0,0.0,0.0,2017.0
209,13121007603,675.0,8.0,44.0,44.0,53.0,20.0,41.0,403.0,663.0,11.0,42.0,68.0,32.0,13.0,64.0,433.0,313.0,40.0,21.0,41.0,76.0,62.0,0.0,73.0,67.0,26.0,0.0,24.0,0.0,9.0,8.0,0.0,113.0,39.0,60.0,0.0,0.0,0.0,0.0,0.0,2014.0
210,13121007603,716.0,9.0,15.0,48.0,42.0,3.0,14.0,503.0,623.0,0.0,46.0,45.0,36.0,14.0,48.0,417.0,304.0,31.0,19.0,0.0,84.0,58.0,35.0,77.0,54.0,22.0,0.0,0.0,0.0,14.0,18.0,0.0,74.0,39.0,20.0,0.0,0.0,0.0,0.0,0.0,2015.0
211,13121007603,616.0,8.0,0.0,28.0,26.0,8.0,13.0,469.0,739.0,0.0,59.0,44.0,31.0,44.0,76.0,469.0,376.0,25.0,20.0,50.0,105.0,67.0,40.0,69.0,67.0,21.0,19.0,0.0,0.0,8.0,19.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0
212,13121007603,670.0,20.0,0.0,20.0,26.0,8.0,0.0,520.0,785.0,0.0,61.0,45.0,49.0,66.0,40.0,496.0,386.0,26.0,20.0,48.0,127.0,53.0,40.0,72.0,46.0,0.0,20.0,0.0,0.0,0.0,26.0,0.0,39.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0
213,13121007604,225.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,329.0,71.0,0.0,0.0,0.0,9.0,0.0,249.0,158.0,0.0,0.0,0.0,95.0,9.0,20.0,34.0,77.0,23.0,0.0,54.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
214,13121007604,274.0,0.0,33.0,0.0,0.0,0.0,0.0,186.0,251.0,20.0,0.0,0.0,8.0,5.0,0.0,218.0,142.0,0.0,0.0,0.0,44.0,14.0,76.0,8.0,45.0,10.0,0.0,35.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0
215,13121007604,236.0,0.0,26.0,0.0,0.0,0.0,0.0,163.0,251.0,19.0,0.0,0.0,8.0,0.0,0.0,224.0,213.0,0.0,0.0,0.0,61.0,14.0,103.0,35.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0
216,13121007604,208.0,0.0,25.0,0.0,0.0,0.0,0.0,140.0,237.0,20.0,0.0,0.0,9.0,0.0,8.0,200.0,254.0,0.0,0.0,0.0,38.0,53.0,117.0,46.0,34.0,26.0,0.0,8.0,0.0,0.0,0.0,0.0,49.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0
217,13121007703,49.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,95.0,0.0,0.0,0.0,0.0,0.0,36.0,59.0,183.0,0.0,0.0,48.0,34.0,54.0,39.0,8.0,101.0,33.0,20.0,17.0,25.0,0.0,6.0,0.0,114.0,30.0,21.0,11.0,24.0,0.0,28.0,0.0,2014.0
218,13121007703,48.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,163.0,0.0,0.0,53.0,23.0,59.0,20.0,8.0,160.0,41.0,21.0,29.0,43.0,0.0,26.0,0.0,142.0,34.0,25.0,12.0,24.0,16.0,31.0,0.0,2015.0
219,13121007703,79.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,95.0,0.0,0.0,0.0,0.0,0.0,21.0,74.0,176.0,0.0,0.0,53.0,22.0,63.0,29.0,9.0,168.0,32.0,44.0,30.0,32.0,0.0,30.0,0.0,124.0,31.0,36.0,11.0,26.0,20.0,0.0,0.0,2016.0
220,13121007703,54.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,80.0,0.0,0.0,0.0,0.0,0.0,28.0,52.0,141.0,0.0,0.0,0.0,27.0,39.0,45.0,30.0,239.0,39.0,61.0,50.0,53.0,0.0,36.0,0.0,102.0,9.0,41.0,10.0,21.0,21.0,0.0,0.0,2017.0
221,13121007704,251.0,0.0,0.0,0.0,0.0,0.0,24.0,132.0,229.0,32.0,0.0,0.0,8.0,11.0,0.0,178.0,250.0,13.0,0.0,65.0,0.0,131.0,27.0,14.0,117.0,0.0,11.0,0.0,61.0,0.0,22.0,0.0,92.0,10.0,0.0,37.0,21.0,0.0,0.0,0.0,2014.0
222,13121007704,254.0,0.0,0.0,0.0,0.0,0.0,20.0,156.0,245.0,0.0,0.0,7.0,0.0,10.0,0.0,228.0,226.0,15.0,0.0,53.0,43.0,73.0,42.0,0.0,113.0,0.0,16.0,0.0,59.0,0.0,17.0,0.0,53.0,8.0,0.0,24.0,21.0,0.0,0.0,0.0,2015.0
223,13121007704,232.0,0.0,0.0,0.0,0.0,0.0,18.0,118.0,247.0,0.0,0.0,7.0,9.0,10.0,0.0,221.0,321.0,33.0,0.0,49.0,73.0,71.0,95.0,0.0,77.0,0.0,18.0,8.0,30.0,0.0,0.0,0.0,95.0,9.0,0.0,27.0,59.0,0.0,0.0,0.0,2016.0
224,13121007704,189.0,0.0,0.0,0.0,0.0,0.0,22.0,116.0,332.0,0.0,0.0,0.0,8.0,12.0,0.0,312.0,380.0,32.0,22.0,0.0,73.0,94.0,159.0,0.0,70.0,0.0,11.0,8.0,27.0,0.0,0.0,0.0,169.0,64.0,8.0,41.0,56.0,0.0,0.0,0.0,2017.0
225,13121009501,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,85.0,4.0,0.0,7.0,0.0,27.0,47.0,0.0,31.0,5.0,0.0,0.0,0.0,26.0,0.0,0.0,2014.0
226,13121009501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,99.0,6.0,22.0,8.0,0.0,26.0,37.0,0.0,30.0,5.0,0.0,0.0,0.0,25.0,0.0,0.0,2015.0
227,13121009501,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,44.0,0.0,0.0,9.0,0.0,0.0,0.0,35.0,109.0,9.0,26.0,9.0,0.0,32.0,33.0,0.0,47.0,14.0,0.0,0.0,7.0,26.0,0.0,0.0,2016.0
228,13121009501,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,37.0,0.0,0.0,7.0,0.0,0.0,0.0,30.0,78.0,0.0,25.0,9.0,0.0,9.0,35.0,0.0,81.0,14.0,0.0,0.0,7.0,53.0,7.0,0.0,2017.0
229,13089020700,72.0,0.0,0.0,5.0,0.0,0.0,0.0,29.0,102.0,0.0,0.0,6.0,0.0,0.0,35.0,61.0,56.0,0.0,0.0,16.0,5.0,25.0,10.0,0.0,51.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,61.0,24.0,10.0,4.0,5.0,18.0,0.0,0.0,2014.0
230,13089020700,88.0,0.0,0.0,5.0,0.0,0.0,0.0,42.0,88.0,0.0,0.0,7.0,0.0,0.0,17.0,64.0,73.0,0.0,0.0,12.0,19.0,31.0,11.0,0.0,52.0,0.0,38.0,7.0,0.0,0.0,0.0,0.0,63.0,32.0,0.0,3.0,4.0,24.0,0.0,0.0,2015.0
231,13089020700,91.0,0.0,0.0,7.0,0.0,0.0,0.0,57.0,60.0,0.0,0.0,6.0,0.0,0.0,0.0,54.0,109.0,0.0,0.0,13.0,34.0,32.0,12.0,13.0,58.0,0.0,44.0,5.0,0.0,0.0,0.0,0.0,52.0,34.0,0.0,18.0,0.0,0.0,0.0,0.0,2016.0
232,13089020700,73.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,69.0,0.0,0.0,15.0,0.0,0.0,0.0,54.0,110.0,0.0,0.0,11.0,63.0,11.0,6.0,14.0,61.0,0.0,35.0,5.0,19.0,0.0,0.0,0.0,57.0,34.0,0.0,19.0,0.0,0.0,0.0,0.0,2017.0
233,13121008902,350.0,0.0,0.0,0.0,0.0,0.0,0.0,276.0,326.0,0.0,0.0,0.0,0.0,0.0,35.0,291.0,271.0,0.0,13.0,60.0,0.0,105.0,45.0,48.0,387.0,0.0,26.0,211.0,61.0,75.0,14.0,0.0,535.0,85.0,295.0,122.0,16.0,0.0,17.0,0.0,2014.0
234,13121008902,357.0,0.0,0.0,0.0,0.0,0.0,0.0,281.0,298.0,0.0,0.0,0.0,0.0,0.0,41.0,257.0,251.0,0.0,0.0,11.0,45.0,96.0,61.0,38.0,455.0,0.0,25.0,186.0,78.0,150.0,16.0,0.0,646.0,117.0,263.0,128.0,120.0,0.0,18.0,0.0,2015.0
235,13121008902,268.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0,262.0,0.0,0.0,0.0,0.0,0.0,29.0,233.0,254.0,0.0,0.0,0.0,46.0,82.0,88.0,38.0,472.0,15.0,27.0,185.0,99.0,117.0,29.0,0.0,800.0,125.0,301.0,192.0,163.0,0.0,19.0,0.0,2016.0
236,13121008902,228.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,270.0,0.0,0.0,0.0,0.0,0.0,37.0,233.0,237.0,0.0,0.0,0.0,65.0,15.0,92.0,65.0,567.0,28.0,30.0,157.0,116.0,209.0,27.0,0.0,755.0,117.0,311.0,144.0,164.0,0.0,19.0,0.0,2017.0
237,13121009403,363.0,24.0,0.0,70.0,17.0,0.0,19.0,124.0,296.0,0.0,16.0,28.0,15.0,0.0,18.0,219.0,519.0,15.0,49.0,68.0,83.0,58.0,42.0,191.0,270.0,0.0,55.0,67.0,90.0,42.0,0.0,16.0,410.0,128.0,140.0,88.0,42.0,12.0,0.0,0.0,2014.0
238,13121009403,351.0,23.0,0.0,49.0,15.0,0.0,17.0,134.0,220.0,0.0,15.0,27.0,14.0,0.0,14.0,150.0,524.0,19.0,44.0,50.0,14.0,69.0,104.0,207.0,328.0,0.0,43.0,117.0,121.0,32.0,0.0,15.0,442.0,159.0,110.0,109.0,38.0,10.0,16.0,0.0,2015.0
239,13121009403,224.0,0.0,0.0,21.0,16.0,0.0,0.0,86.0,272.0,0.0,62.0,25.0,14.0,0.0,16.0,155.0,478.0,18.0,43.0,12.0,14.0,66.0,113.0,194.0,349.0,0.0,0.0,146.0,141.0,36.0,0.0,26.0,421.0,66.0,193.0,92.0,31.0,12.0,13.0,0.0,2016.0
240,13121009403,227.0,0.0,0.0,15.0,15.0,0.0,0.0,92.0,246.0,0.0,59.0,30.0,0.0,0.0,15.0,142.0,448.0,0.0,45.0,11.0,0.0,67.0,114.0,192.0,410.0,0.0,0.0,134.0,170.0,90.0,0.0,16.0,460.0,63.0,190.0,75.0,63.0,29.0,14.0,11.0,2017.0
241,13121009602,71.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,186.0,0.0,29.0,0.0,0.0,27.0,0.0,130.0,132.0,0.0,0.0,14.0,60.0,0.0,25.0,33.0,264.0,79.0,55.0,117.0,0.0,0.0,0.0,13.0,2014.0
242,13121009602,87.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,159.0,0.0,17.0,0.0,0.0,15.0,0.0,127.0,77.0,0.0,0.0,0.0,61.0,0.0,0.0,16.0,309.0,79.0,57.0,143.0,17.0,0.0,0.0,13.0,2015.0
243,13121009602,152.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,138.0,0.0,0.0,0.0,0.0,16.0,0.0,122.0,98.0,0.0,0.0,0.0,54.0,0.0,0.0,44.0,255.0,47.0,37.0,124.0,9.0,0.0,0.0,38.0,2016.0
244,13121009602,108.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,83.0,0.0,0.0,0.0,0.0,14.0,15.0,54.0,97.0,0.0,0.0,0.0,34.0,0.0,15.0,48.0,227.0,46.0,36.0,56.0,43.0,0.0,21.0,25.0,2017.0
245,13121009404,23.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,82.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,147.0,0.0,0.0,91.0,0.0,0.0,44.0,0.0,412.0,73.0,60.0,103.0,32.0,90.0,54.0,0.0,2014.0
246,13121009404,61.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,99.0,0.0,0.0,0.0,0.0,79.0,0.0,20.0,192.0,0.0,0.0,125.0,0.0,13.0,42.0,0.0,276.0,58.0,43.0,33.0,32.0,36.0,74.0,0.0,2015.0
247,13121009404,54.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,85.0,0.0,0.0,0.0,0.0,51.0,0.0,34.0,156.0,0.0,0.0,74.0,11.0,20.0,51.0,0.0,301.0,0.0,74.0,57.0,53.0,37.0,68.0,0.0,2016.0
248,13121009404,40.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,24.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,73.0,0.0,0.0,0.0,0.0,35.0,0.0,38.0,199.0,0.0,0.0,91.0,24.0,24.0,60.0,0.0,248.0,0.0,51.0,12.0,82.0,33.0,70.0,0.0,2017.0
249,13121009502,171.0,0.0,0.0,0.0,38.0,15.0,0.0,81.0,194.0,22.0,0.0,64.0,0.0,0.0,0.0,108.0,140.0,0.0,0.0,37.0,0.0,82.0,0.0,21.0,231.0,0.0,65.0,58.0,51.0,13.0,30.0,0.0,93.0,12.0,14.0,67.0,0.0,0.0,0.0,0.0,2014.0
250,13121009502,58.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,173.0,16.0,0.0,39.0,0.0,0.0,0.0,104.0,73.0,14.0,0.0,31.0,0.0,28.0,0.0,0.0,166.0,0.0,33.0,54.0,49.0,0.0,14.0,0.0,92.0,10.0,13.0,69.0,0.0,0.0,0.0,0.0,2015.0
251,13121009502,40.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,147.0,18.0,14.0,74.0,0.0,0.0,0.0,27.0,88.0,15.0,0.0,32.0,0.0,0.0,0.0,41.0,139.0,0.0,7.0,56.0,0.0,0.0,32.0,34.0,175.0,10.0,46.0,119.0,0.0,0.0,0.0,0.0,2016.0
252,13121009502,95.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,121.0,14.0,13.0,53.0,0.0,0.0,0.0,25.0,100.0,13.0,0.0,0.0,0.0,0.0,0.0,87.0,141.0,17.0,0.0,37.0,0.0,0.0,36.0,39.0,96.0,11.0,38.0,47.0,0.0,0.0,0.0,0.0,2017.0
253,13121010114,101.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,240.0,0.0,0.0,0.0,0.0,0.0,26.0,214.0,206.0,0.0,0.0,0.0,31.0,30.0,71.0,74.0,540.0,19.0,72.0,335.0,65.0,33.0,16.0,0.0,260.0,53.0,125.0,0.0,62.0,0.0,0.0,0.0,2014.0
254,13121010114,70.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,205.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0,261.0,0.0,0.0,0.0,111.0,26.0,68.0,56.0,485.0,20.0,80.0,260.0,60.0,38.0,13.0,0.0,281.0,87.0,73.0,0.0,87.0,0.0,0.0,0.0,2015.0
255,13121010114,75.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,267.0,0.0,0.0,0.0,0.0,0.0,0.0,267.0,279.0,0.0,0.0,0.0,86.0,10.0,73.0,110.0,476.0,27.0,75.0,160.0,99.0,88.0,13.0,0.0,268.0,22.0,138.0,0.0,74.0,0.0,0.0,0.0,2016.0
256,13121010114,51.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,238.0,0.0,0.0,0.0,0.0,0.0,0.0,238.0,356.0,0.0,0.0,0.0,74.0,30.0,74.0,178.0,315.0,24.0,23.0,134.0,23.0,87.0,13.0,0.0,329.0,49.0,186.0,0.0,65.0,0.0,15.0,14.0,2017.0
257,13121011800,647.0,0.0,0.0,0.0,0.0,0.0,0.0,314.0,131.0,0.0,0.0,0.0,0.0,16.0,39.0,76.0,158.0,0.0,8.0,25.0,0.0,33.0,70.0,22.0,107.0,8.0,17.0,0.0,42.0,14.0,26.0,0.0,95.0,31.0,51.0,7.0,0.0,0.0,0.0,6.0,2014.0
258,13121011800,634.0,0.0,0.0,0.0,0.0,0.0,0.0,289.0,160.0,0.0,8.0,0.0,0.0,16.0,76.0,60.0,169.0,0.0,8.0,24.0,33.0,26.0,56.0,22.0,106.0,7.0,45.0,0.0,15.0,9.0,30.0,0.0,99.0,31.0,55.0,7.0,0.0,0.0,0.0,6.0,2015.0
