,GEOID,HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total,"HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!Less than $10,000","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!Less than $10,000!!Less than 20.0 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!Less than $10,000!!20.0 to 24.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!Less than $10,000!!25.0 to 29.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!Less than $10,000!!30.0 to 34.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!Less than $10,000!!35.0 to 39.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!Less than $10,000!!40.0 to 49.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!Less than $10,000!!50.0 percent or more","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!Less than $10,000!!Not computed","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$10,000 to $19,999","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$10,000 to $19,999!!Less than 20.0 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$10,000 to $19,999!!20.0 to 24.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$10,000 to $19,999!!25.0 to 29.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$10,000 to $19,999!!30.0 to 34.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$10,000 to $19,999!!35.0 to 39.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$10,000 to $19,999!!40.0 to 49.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$10,000 to $19,999!!50.0 percent or more","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$10,000 to $19,999!!Not computed","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$20,000 to $34,999","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$20,000 to $34,999!!Less than 20.0 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$20,000 to $34,999!!20.0 to 24.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$20,000 to $34,999!!25.0 to 29.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$20,000 to $34,999!!30.0 to 34.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$20,000 to $34,999!!35.0 to 39.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$20,000 to $34,999!!40.0 to 49.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$20,000 to $34,999!!50.0 percent or more","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$20,000 to $34,999!!Not computed","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$35,000 to $49,999","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$35,000 to $49,999!!Less than 20.0 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$35,000 to $49,999!!20.0 to 24.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$35,000 to $49,999!!25.0 to 29.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$35,000 to $49,999!!30.0 to 34.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$35,000 to $49,999!!35.0 to 39.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$35,000 to $49,999!!40.0 to 49.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$35,000 to $49,999!!50.0 percent or more","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$35,000 to $49,999!!Not computed","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$50,000 to $74,999",YEAR
623,13121010206,176.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,32.0,37.0,0.0,6.0,10.0,0.0,0.0,0.0,2017.0
624,13121010208,1765.0,186.0,0.0,0.0,40.0,0.0,0.0,0.0,11.0,135.0,121.0,12.0,0.0,0.0,0.0,0.0,0.0,109.0,0.0,325.0,0.0,0.0,12.0,49.0,48.0,198.0,18.0,0.0,204.0,0.0,39.0,92.0,11.0,35.0,0.0,27.0,0.0,552.0,2017.0
625,13121010209,2016.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,164.0,0.0,0.0,0.0,0.0,0.0,17.0,147.0,0.0,390.0,0.0,0.0,0.0,23.0,63.0,203.0,101.0,0.0,318.0,41.0,14.0,130.0,109.0,0.0,24.0,0.0,0.0,448.0,2017.0
626,13121010210,1193.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,0.0,0.0,0.0,0.0,76.0,16.0,37.0,17.0,289.0,0.0,18.0,12.0,110.0,124.0,0.0,25.0,0.0,365.0,2017.0
627,13121010211,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,69.0,0.0,0.0,0.0,16.0,0.0,0.0,53.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,45.0,2017.0
628,13121010212,1060.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,35.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,0.0,217.0,0.0,26.0,0.0,0.0,61.0,7.0,123.0,0.0,197.0,37.0,14.0,85.0,13.0,33.0,7.0,8.0,0.0,163.0,2017.0
629,13121010301,1777.0,167.0,28.0,0.0,0.0,0.0,0.0,0.0,139.0,0.0,156.0,0.0,0.0,31.0,63.0,0.0,0.0,62.0,0.0,373.0,102.0,0.0,0.0,17.0,0.0,117.0,137.0,0.0,212.0,0.0,0.0,56.0,0.0,0.0,93.0,63.0,0.0,141.0,2017.0
630,13121010303,1148.0,129.0,0.0,0.0,0.0,0.0,0.0,45.0,64.0,20.0,112.0,0.0,16.0,0.0,0.0,0.0,0.0,96.0,0.0,171.0,0.0,0.0,0.0,15.0,54.0,59.0,43.0,0.0,258.0,15.0,17.0,75.0,55.0,0.0,96.0,0.0,0.0,331.0,2017.0
631,13121010304,741.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,0.0,125.0,0.0,0.0,80.0,0.0,0.0,45.0,0.0,0.0,248.0,2017.0
632,13121010400,673.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,27.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,11.0,132.0,0.0,0.0,6.0,10.0,91.0,0.0,19.0,6.0,80.0,11.0,13.0,0.0,28.0,0.0,10.0,7.0,11.0,103.0,2017.0
633,13121010507,1405.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,24.0,380.0,0.0,0.0,0.0,0.0,0.0,18.0,362.0,0.0,394.0,0.0,51.0,0.0,29.0,165.0,136.0,0.0,13.0,253.0,0.0,27.0,143.0,0.0,68.0,15.0,0.0,0.0,180.0,2017.0
634,13121010508,228.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,32.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0,18.0,0.0,0.0,0.0,0.0,8.0,0.0,10.0,0.0,22.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,58.0,2017.0
635,13121010510,3551.0,361.0,0.0,0.0,0.0,53.0,0.0,0.0,308.0,0.0,624.0,0.0,140.0,0.0,0.0,0.0,0.0,484.0,0.0,1171.0,0.0,0.0,81.0,0.0,83.0,581.0,426.0,0.0,628.0,56.0,268.0,47.0,0.0,111.0,109.0,37.0,0.0,463.0,2017.0
636,13121010511,679.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,88.0,94.0,0.0,0.0,0.0,0.0,0.0,35.0,59.0,0.0,159.0,0.0,0.0,0.0,19.0,23.0,0.0,117.0,0.0,48.0,17.0,0.0,16.0,15.0,0.0,0.0,0.0,0.0,101.0,2017.0
637,13121010512,1932.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,325.0,35.0,276.0,0.0,0.0,0.0,0.0,0.0,104.0,172.0,0.0,617.0,0.0,32.0,21.0,74.0,97.0,264.0,129.0,0.0,302.0,39.0,87.0,43.0,82.0,51.0,0.0,0.0,0.0,117.0,2017.0
638,13121010513,2117.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0,0.0,414.0,0.0,0.0,0.0,0.0,0.0,45.0,310.0,59.0,494.0,0.0,0.0,26.0,71.0,0.0,131.0,266.0,0.0,402.0,64.0,105.0,65.0,44.0,98.0,26.0,0.0,0.0,306.0,2017.0
639,13121010514,1726.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,202.0,0.0,0.0,0.0,64.0,0.0,0.0,138.0,0.0,249.0,0.0,0.0,120.0,0.0,89.0,0.0,20.0,20.0,447.0,0.0,99.0,226.0,74.0,0.0,30.0,0.0,18.0,295.0,2017.0
640,13121010515,950.0,128.0,0.0,24.0,11.0,48.0,0.0,0.0,45.0,0.0,231.0,17.0,22.0,36.0,10.0,0.0,47.0,99.0,0.0,133.0,20.0,7.0,0.0,62.0,0.0,7.0,37.0,0.0,96.0,46.0,22.0,0.0,21.0,7.0,0.0,0.0,0.0,141.0,2017.0
641,13121010516,821.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,24.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,234.0,0.0,0.0,0.0,0.0,14.0,104.0,116.0,0.0,66.0,0.0,17.0,16.0,19.0,0.0,0.0,0.0,14.0,248.0,2017.0
642,13121010601,909.0,314.0,19.0,0.0,23.0,22.0,40.0,0.0,149.0,61.0,155.0,0.0,0.0,0.0,41.0,0.0,17.0,97.0,0.0,196.0,20.0,0.0,7.0,58.0,75.0,14.0,22.0,0.0,77.0,28.0,11.0,17.0,21.0,0.0,0.0,0.0,0.0,121.0,2017.0
643,13121010603,1216.0,140.0,0.0,0.0,0.0,8.0,0.0,0.0,104.0,28.0,345.0,31.0,10.0,0.0,0.0,0.0,18.0,286.0,0.0,287.0,20.0,0.0,58.0,38.0,74.0,97.0,0.0,0.0,197.0,60.0,25.0,52.0,60.0,0.0,0.0,0.0,0.0,145.0,2017.0
644,13121010604,875.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,14.0,125.0,0.0,0.0,0.0,0.0,0.0,37.0,74.0,14.0,282.0,0.0,74.0,11.0,52.0,98.0,47.0,0.0,0.0,62.0,9.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,194.0,2017.0
645,13121010800,1649.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,120.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,49.0,267.0,0.0,0.0,0.0,75.0,0.0,70.0,122.0,0.0,468.0,0.0,165.0,96.0,207.0,0.0,0.0,0.0,0.0,221.0,2017.0
646,13121011000,672.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,40.0,193.0,6.0,0.0,42.0,0.0,0.0,0.0,133.0,12.0,126.0,8.0,13.0,0.0,0.0,11.0,83.0,11.0,0.0,58.0,0.0,0.0,8.0,19.0,2.0,5.0,24.0,0.0,129.0,2017.0
647,13121011100,442.0,49.0,0.0,8.0,0.0,7.0,0.0,0.0,34.0,0.0,45.0,0.0,7.0,14.0,0.0,0.0,9.0,15.0,0.0,164.0,39.0,24.0,35.0,0.0,41.0,8.0,17.0,0.0,106.0,0.0,0.0,56.0,24.0,0.0,26.0,0.0,0.0,23.0,2017.0
648,13121011201,1013.0,105.0,0.0,0.0,9.0,0.0,0.0,0.0,25.0,71.0,293.0,0.0,0.0,0.0,0.0,27.0,8.0,242.0,16.0,210.0,0.0,0.0,37.0,32.0,56.0,22.0,63.0,0.0,231.0,30.0,50.0,59.0,8.0,19.0,33.0,32.0,0.0,118.0,2017.0
649,13121011202,912.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,68.0,126.0,0.0,0.0,0.0,0.0,0.0,11.0,105.0,10.0,213.0,0.0,34.0,0.0,22.0,53.0,21.0,66.0,17.0,255.0,30.0,136.0,19.0,9.0,55.0,6.0,0.0,0.0,149.0,2017.0
650,13121011301,276.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,57.0,0.0,0.0,0.0,0.0,15.0,0.0,42.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,85.0,2017.0
651,13121011303,2536.0,196.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,64.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,623.0,0.0,0.0,90.0,87.0,97.0,127.0,222.0,0.0,435.0,0.0,75.0,144.0,78.0,70.0,0.0,43.0,25.0,869.0,2017.0
652,13121011305,1822.0,408.0,0.0,0.0,0.0,0.0,8.0,0.0,335.0,65.0,331.0,0.0,0.0,0.0,24.0,0.0,22.0,285.0,0.0,474.0,15.0,0.0,31.0,70.0,50.0,224.0,73.0,11.0,328.0,38.0,93.0,52.0,60.0,63.0,22.0,0.0,0.0,205.0,2017.0
653,13121011306,595.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,10.0,113.0,0.0,0.0,0.0,22.0,0.0,50.0,41.0,0.0,153.0,0.0,0.0,0.0,19.0,50.0,6.0,78.0,0.0,90.0,33.0,23.0,34.0,0.0,0.0,0.0,0.0,0.0,60.0,2017.0
654,13121011405,1517.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,0.0,0.0,28.0,0.0,0.0,0.0,141.0,0.0,368.0,0.0,0.0,0.0,87.0,28.0,142.0,111.0,0.0,332.0,38.0,70.0,84.0,56.0,33.0,36.0,15.0,0.0,369.0,2017.0
655,13121011410,592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,94.0,0.0,0.0,0.0,68.0,26.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,87.0,24.0,0.0,192.0,2017.0
656,13121011411,792.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,253.0,0.0,0.0,0.0,43.0,0.0,0.0,210.0,0.0,30.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,18.0,264.0,2017.0
657,13121011412,1382.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,25.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,346.0,0.0,0.0,0.0,0.0,151.0,72.0,123.0,0.0,196.0,0.0,0.0,87.0,36.0,15.0,58.0,0.0,0.0,247.0,2017.0
658,13121011414,1556.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,245.0,0.0,0.0,42.0,0.0,106.0,36.0,46.0,15.0,358.0,0.0,0.0,76.0,106.0,145.0,31.0,0.0,0.0,472.0,2017.0
659,13121011416,292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,54.0,0.0,0.0,12.0,0.0,0.0,16.0,26.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2017.0
660,13121011417,461.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,17.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,20.0,53.0,0.0,73.0,0.0,11.0,10.0,8.0,0.0,11.0,33.0,0.0,37.0,2017.0
661,13121011418,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,2017.0
662,13121011419,377.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,111.0,0.0,0.0,0.0,0.0,0.0,19.0,76.0,16.0,56.0,36.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,33.0,2017.0
663,13121011420,1789.0,55.0,0.0,0.0,0.0,0.0,0.0,10.0,22.0,23.0,310.0,0.0,0.0,0.0,0.0,0.0,60.0,250.0,0.0,448.0,0.0,0.0,0.0,34.0,103.0,184.0,127.0,0.0,488.0,57.0,66.0,149.0,84.0,132.0,0.0,0.0,0.0,249.0,2017.0
664,13121011421,1260.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0,8.0,124.0,7.0,307.0,0.0,0.0,0.0,0.0,56.0,129.0,116.0,6.0,242.0,13.0,30.0,22.0,51.0,82.0,44.0,0.0,0.0,345.0,2017.0
665,13121011422,597.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,30.0,9.0,25.0,0.0,0.0,10.0,0.0,121.0,0.0,0.0,34.0,43.0,0.0,33.0,0.0,11.0,259.0,2017.0
666,13121011423,421.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,60.0,0.0,0.0,0.0,11.0,0.0,0.0,49.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,123.0,2017.0
667,13121011424,296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0
668,13121011425,496.0,21.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,96.0,0.0,0.0,0.0,0.0,53.0,0.0,43.0,0.0,45.0,0.0,0.0,0.0,0.0,26.0,19.0,0.0,0.0,58.0,2017.0
669,13121011426,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,4.0,31.0,0.0,0.0,0.0,0.0,15.0,16.0,0.0,0.0,23.0,2017.0
670,13121011427,291.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,11.0,52.0,10.0,72.0,0.0,0.0,0.0,15.0,0.0,18.0,39.0,0.0,0.0,2017.0
671,13121011503,259.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0
672,13121011504,239.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,2017.0
673,13121011505,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,2017.0
674,13121011506,139.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0,2.0,3.0,6.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,20.0,2017.0
675,13121011610,551.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,53.0,0.0,0.0,0.0,12.0,0.0,14.0,27.0,0.0,32.0,0.0,0.0,0.0,0.0,11.0,21.0,0.0,0.0,86.0,2017.0
676,13121011611,2183.0,126.0,0.0,0.0,0.0,0.0,0.0,19.0,107.0,0.0,114.0,0.0,0.0,83.0,0.0,0.0,0.0,31.0,0.0,644.0,21.0,0.0,22.0,0.0,17.0,300.0,284.0,0.0,230.0,12.0,18.0,66.0,0.0,78.0,17.0,39.0,0.0,429.0,2017.0
677,13121011612,55.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2017.0
678,13121011613,773.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,156.0,0.0,0.0,70.0,0.0,0.0,43.0,0.0,12.0,0.0,15.0,0.0,179.0,2017.0
679,13121011614,2946.0,144.0,0.0,0.0,0.0,0.0,0.0,20.0,97.0,27.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,88.0,212.0,0.0,0.0,0.0,54.0,0.0,39.0,119.0,0.0,422.0,0.0,43.0,137.0,175.0,23.0,23.0,21.0,0.0,716.0,2017.0
680,13121011615,337.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,97.0,2017.0
681,13121011616,1673.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,23.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,124.0,0.0,0.0,0.0,0.0,26.0,0.0,98.0,0.0,262.0,0.0,22.0,76.0,22.0,79.0,45.0,18.0,0.0,521.0,2017.0
682,13121011617,674.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,27.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,18.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,103.0,0.0,0.0,18.0,13.0,55.0,17.0,0.0,0.0,48.0,2017.0
683,13121011618,569.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,103.0,2017.0
684,13121011619,1915.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,17.0,119.0,0.0,12.0,0.0,24.0,0.0,0.0,83.0,0.0,204.0,0.0,0.0,0.0,0.0,0.0,25.0,179.0,0.0,350.0,0.0,18.0,124.0,48.0,103.0,57.0,0.0,0.0,451.0,2017.0
685,13121011620,514.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,30.0,76.0,0.0,0.0,0.0,0.0,7.0,0.0,69.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,12.0,13.0,0.0,90.0,2017.0
